time,breedId,age,colors,size,feeding,hairLength,hairTexture,grooming,shedding,walking,playfulness,intelligence,kidTolerance,catTolerance,healthProblems,loudness,independence,defensiveness
1706776160000,42,1,black,2,2,2,2,2,1,2,5,5,5,4,1,1,5,5
1706776180000,10,0,black;white;yellow,2,3,5,3,3,2,3,5,3,5,5,2,1,5,2
1706776205000,23,1,white,5,4,5,5,4,3,3,3,5,1,1,3,4,4,5
1706776255000,4,2,black;brown;yellow,4,4,2,1,3,3,3,3,4,4,5,3,2,3,4
1706776256000,23,1,white,5,5,5,3,4,5,4,4,4,4,3,1,4,1,5
1706776272000,4,1,black;brown,3,4,4,1,2,3,3,5,5,4,3,3,3,3,5
1706776273000,48,1,brown,2,3,4,3,5,5,3,4,4,5,3,3,3,4,4
1706776281000,16,0,white,2,2,3,4,3,2,4,4,3,4,3,1,2,3,4
1706776294000,48,1,white;brown,2,2,4,1,4,5,4,5,5,5,5,2,1,5,5
1706776314000,36,2,black;white;brown,4,4,1,1,3,4,2,4,3,5,3,5,2,4,1
1706776391000,1,2,white;yellow,1,1,1,1,2,1,4,5,4,3,4,2,3,2,3
1706776401000,4,0,black;yellow,3,4,2,1,1,2,4,5,5,5,3,2,2,2,2
1706776405000,21,1,white;brown,3,2,1,1,1,3,3,5,3,5,1,2,3,5,4
1706776414000,4,0,black;white;brown;red,4,4,4,3,3,4,5,5,4,3,1,3,5,3,4
1706776439000,48,1,white;brown;red,2,4,4,2,5,4,3,4,5,5,1,3,1,2,4
1706776449000,26,1,black;white;brown,3,4,4,1,4,5,4,4,4,4,3,1,2,4,2
1706776454000,2,1,white;brown,3,3,1,1,2,3,5,5,5,5,1,1,3,3,5
1706776484000,7,0,black;white,4,4,4,2,4,3,5,5,5,4,4,1,4,2,3
1706776484000,12,2,white,3,3,2,5,5,1,3,1,3,5,5,3,1,5,1
1706776504000,4,2,black;brown,5,4,3,1,3,4,3,5,4,5,2,2,2,5,5
1706776536000,49,1,white;cream,3,3,5,2,5,4,5,4,5,4,4,2,4,2,3
1706776539000,26,0,black;white;gray;yellow;red,2,3,2,4,2,4,4,4,4,4,2,3,1,4,2
1706776558000,10,1,brown;yellow,2,1,2,1,1,1,2,5,5,4,4,2,2,3,5
1706776571000,2,0,black,5,5,1,1,1,5,5,5,5,5,5,1,3,3,3
1706776581000,13,1,black;yellow,3,3,2,1,1,1,4,4,4,4,3,2,2,4,5
1706776656000,4,2,black;brown,5,4,2,1,3,4,3,5,4,5,2,2,2,4,5
1706776663000,16,1,black,3,4,5,5,1,1,5,5,4,3,1,5,5,4,5
1706776696000,20,1,white;brown,2,2,2,1,2,5,4,5,5,5,1,3,5,5,5
1706776714000,48,1,brown,3,2,3,2,2,5,1,5,3,5,5,2,1,1,1
1706776779000,9,0,white;yellow,3,5,3,2,3,4,5,5,1,3,5,1,5,5,2
1706776798000,7,0,black;brown,3,3,3,1,3,1,5,5,4,2,5,1,1,2,1
1706776799000,48,1,white;brown,2,4,4,3,3,5,3,3,5,5,5,1,1,4,4
1706776841000,44,1,white;gray;brown,3,3,3,5,4,3,5,5,5,5,3,3,3,4,3
1706776850000,10,1,cream,1,2,1,1,2,1,3,4,5,5,4,2,2,2,5
1706776874000,47,1,red,5,2,5,4,4,5,5,5,4,5,3,3,1,3,4
1706776917000,20,0,white;brown,2,3,2,1,5,5,5,5,4,4,1,3,3,4,3
1706776945000,12,1,white;gray;brown,2,3,5,1,5,2,3,2,3,5,5,4,3,3,5
1706776964000,36,1,white;brown;cream,4,5,1,1,1,5,1,5,1,3,5,1,5,1,1
1706776989000,2,1,yellow,4,4,1,1,1,1,5,5,5,5,5,2,2,5,3
1706777020000,2,2,yellow,5,3,1,1,5,2,3,5,5,5,4,2,2,2,4
1706777053000,2,1,black,3,5,2,1,1,3,3,5,5,5,1,5,3,4,5
1706777074000,16,2,black;gray,3,3,4,4,4,1,3,3,5,4,1,2,3,4,5
1706777079000,48,1,white;brown,2,2,4,3,4,5,2,3,5,5,3,4,5,3,1
1706777095000,23,1,white,5,4,5,4,1,1,3,3,5,5,5,2,2,3,5
1706777127000,48,0,black;white;brown,3,4,4,1,4,5,5,5,5,4,3,1,2,2,1
1706777187000,4,1,black;brown,3,5,4,2,3,3,5,5,5,5,5,2,5,4,5
1706777188000,9,1,white;red,3,2,3,2,3,4,3,3,5,4,4,1,1,5,2
1706777204000,21,1,black;white;brown,2,3,1,1,3,3,3,5,4,3,5,3,3,1,3
1706777274000,48,1,white;brown,2,4,4,3,3,4,2,3,4,5,2,3,1,3,5
1706777278000,4,1,black;white;red,4,3,5,1,3,5,5,5,5,5,1,3,5,3,5
1706777280000,48,0,black;white,2,2,2,3,3,4,4,5,4,5,1,3,1,4,3
1706777283000,42,1,white;gray,2,4,2,2,2,1,2,4,5,3,2,1,1,1,5
1706777313000,9,0,white;yellow,2,3,2,1,2,4,3,5,5,2,1,1,2,5,1
1706777317000,43,2,black;yellow,3,3,3,1,2,3,2,3,4,5,5,3,1,4,5
1706777324000,22,2,brown,4,5,1,1,1,4,5,4,5,4,1,3,4,5,4
1706777357000,16,1,black,3,3,4,4,3,1,5,5,5,5,5,1,4,2,5
1706777403000,48,1,black;white;yellow,3,2,5,2,2,4,3,5,3,4,4,2,2,3,2
1706777419000,12,1,black;white;gray;brown,2,1,3,2,5,2,4,5,5,5,5,1,2,2,3
1706777478000,48,1,white;red,2,3,5,2,4,5,3,3,4,4,4,5,3,3,2
1706777485000,36,1,black;white;brown;red,4,3,2,1,2,4,3,5,5,1,5,3,1,5,4
1706777513000,26,1,black;white;yellow,3,4,3,1,3,5,5,5,5,3,3,2,4,3,4
1706777525000,0,1,black;brown;yellow;red,2,2,3,4,3,5,4,4,5,3,1,1,2,5,1
1706777548000,12,1,black;white,3,3,3,3,3,1,4,5,5,5,5,2,1,5,5
1706777548000,48,1,white;brown,2,2,3,3,3,4,4,4,4,5,3,4,2,4,4
1706777574000,19,1,white;gray;brown,1,1,3,2,5,1,1,2,5,3,3,2,1,5,4
1706777587000,7,0,black;white,4,5,5,3,3,5,5,5,5,5,3,1,3,1,3
1706777597000,15,1,black;white;cream,3,3,1,1,1,3,5,5,5,5,5,1,3,3,3
1706777602000,48,1,black;white;yellow,2,2,3,3,4,4,3,4,4,5,4,2,2,4,2
1706777605000,42,1,black,5,5,3,2,4,2,3,3,5,4,3,5,2,4,5
1706777620000,48,0,black;white;brown,3,4,5,1,4,5,3,3,5,5,5,2,3,2,4
1706777646000,44,1,black;white;red,3,3,3,4,3,2,3,3,4,5,3,1,3,5,4
1706777656000,48,1,black;white;brown,3,2,3,3,4,5,3,4,5,5,4,3,3,1,2
1706777674000,10,1,white;yellow,2,2,1,1,3,3,2,4,5,3,5,2,3,4,5
1706777689000,48,0,black;brown,3,3,4,4,3,4,3,5,5,5,5,2,1,5,3
1706777707000,30,0,black;brown,4,4,2,1,2,1,5,5,4,4,4,1,3,3,3
1706777711000,21,1,white;brown;yellow,1,3,1,1,1,1,1,3,3,3,5,1,1,5,1
1706777721000,1,1,gray,2,3,2,1,3,5,3,5,5,5,3,2,1,5,5
1706777746000,20,1,black;white;brown,3,3,2,1,1,2,3,3,4,3,5,3,2,3,3
1706777770000,49,1,black;white,3,4,4,4,5,1,5,5,5,5,5,2,4,2,2
1706777783000,21,1,white,5,5,1,1,3,5,2,3,4,5,2,2,2,5,3
1706777788000,12,2,white,3,3,3,4,5,1,3,3,4,3,2,2,2,3,4
1706777803000,29,0,cream,3,5,1,1,4,4,5,5,4,5,3,1,3,2,4
1706777836000,48,1,black;white;brown,2,4,5,3,3,5,4,5,4,5,5,3,3,4,1
1706777848000,4,0,black;brown,5,3,2,1,2,2,2,5,4,5,5,1,2,3,2
1706777851000,16,1,white,3,3,5,5,4,3,4,2,5,5,4,2,5,3,5
1706777911000,23,2,white,4,4,3,4,2,3,3,5,5,5,3,2,5,5,5
1706777957000,19,1,white,2,2,2,1,4,1,4,5,5,2,1,1,4,4,4
1706777959000,19,0,white,3,3,2,1,5,1,4,4,4,1,1,2,1,1,5
1706777971000,7,1,black;white,5,4,4,3,2,5,5,5,5,5,5,1,3,5,4
1706778005000,1,1,brown,5,4,2,1,1,1,2,5,3,5,4,3,1,5,1
1706778015000,48,1,black;white;yellow,2,2,4,1,3,4,3,4,5,4,4,2,4,4,1
1706778069000,15,0,white;brown;yellow,3,3,1,1,2,3,5,5,3,4,5,1,1,2,5
1706778104000,43,1,yellow,5,5,5,1,1,5,5,5,5,4,5,1,1,5,5
1706778156000,16,2,black,2,2,3,5,3,1,3,4,5,5,4,2,3,3,5
1706778164000,23,0,white,5,3,4,4,3,1,3,5,5,5,5,1,2,3,5
1706778171000,23,1,white,5,5,5,3,3,1,4,2,4,5,5,1,3,2,5
1706778208000,12,0,yellow,2,2,3,3,4,1,3,5,4,4,2,1,2,2,3
1706778230000,49,1,black;gray;brown;red,3,3,5,2,5,4,5,5,4,4,2,2,3,5,3
1706778252000,16,2,white,3,3,3,4,3,2,4,3,5,4,2,3,4,2,5
1706778254000,9,1,yellow,3,5,3,1,3,3,4,4,4,5,5,4,3,5,3
1706778270000,48,1,red,2,2,5,2,3,4,3,4,5,5,4,1,3,3,2
1706778298000,46,1,black;white,5,3,4,3,4,5,5,5,4,5,2,2,2,4,5
1706778325000,13,0,black;brown,3,5,2,1,1,5,3,5,4,5,1,1,1,1,1
1706778364000,48,1,white;brown,2,2,4,2,3,4,3,3,5,5,5,3,4,4,1
1706778372000,20,1,black;white;brown,3,3,2,1,3,4,4,5,5,5,4,3,3,3,3
1706778380000,48,1,red,2,4,4,3,5,5,3,3,3,3,2,4,2,4,2
1706778385000,12,0,black;white,2,3,3,3,4,1,4,5,5,5,2,1,1,5,5
1706778386000,9,1,white;yellow;red,2,2,2,1,1,3,4,2,4,1,2,2,3,5,2
1706778389000,16,0,black,4,3,4,4,3,1,4,3,4,5,2,2,4,3,4
1706778419000,1,1,black;white;brown,3,5,1,1,3,4,3,4,3,3,1,4,4,5,4
1706778421000,10,1,black;white;brown;yellow;red;cream,1,1,1,1,1,1,3,5,5,3,1,3,1,4,5
1706778465000,42,0,black;white;gray,3,4,3,1,3,3,4,4,5,4,3,1,4,5,4
1706778538000,12,0,white,2,1,3,2,2,1,5,5,4,5,1,1,4,4,5
1706778544000,16,0,black,1,3,3,3,3,1,5,5,5,5,2,1,2,3,1
1706778546000,29,1,brown,2,2,2,1,1,1,5,1,3,1,1,1,1,3,3
1706778547000,9,0,black;white;red,3,3,3,2,3,4,4,4,3,2,5,2,2,4,1
1706778550000,1,1,black;gray;brown;cream,3,3,2,1,3,3,2,3,3,5,2,3,1,5,3
1706778587000,7,1,black;white;gray,3,3,5,3,3,5,4,4,5,4,5,1,2,3,3
1706778595000,19,1,white,2,3,3,2,4,2,3,3,3,3,2,2,2,3,2
1706778599000,45,1,black;white;brown;red,5,3,1,1,1,1,5,5,5,5,3,2,1,3,5
1706778643000,16,2,black,2,3,5,4,2,1,5,5,5,5,4,4,4,2,5
1706778672000,44,0,black;white;brown,2,3,2,2,3,1,5,5,5,2,2,1,4,4,2
1706778714000,10,1,white;brown,1,1,1,1,1,1,1,3,3,2,1,2,4,1,5
1706778721000,15,1,black;white;brown,3,3,3,1,1,5,5,4,5,5,4,3,2,3,5
1706778761000,2,0,black;white,4,3,3,2,2,2,4,5,5,5,4,1,2,3,4
1706778771000,46,1,black;white,4,3,4,2,2,2,5,5,5,5,4,2,2,4,3
1706778783000,12,0,white;gray;yellow,2,3,3,2,5,1,3,4,4,3,3,4,2,2,3
1706778785000,48,1,white;brown,3,3,5,2,4,4,3,4,4,5,5,4,3,4,3
1706778793000,42,1,white;gray,2,4,3,2,4,1,4,5,5,4,5,1,2,3,3
1706778822000,0,2,black;brown;yellow,2,2,3,1,1,3,2,4,4,3,2,3,1,3,3
1706778826000,10,1,black;white,1,2,1,1,1,4,4,3,2,2,4,4,5,3,3
1706778849000,1,1,white;brown;yellow,2,2,1,1,2,1,2,4,5,5,5,2,3,5,3
1706778863000,23,2,white,5,3,3,5,2,3,4,1,3,2,1,4,5,5,5
1706778869000,16,1,black,3,3,4,4,5,5,5,5,4,5,5,1,5,3,4
1706778918000,11,0,black;cream,1,3,1,1,1,5,3,5,4,5,4,2,3,4,1
1706778998000,48,0,white;brown,2,3,3,5,5,5,4,5,4,5,5,4,4,4,3
1706779023000,48,1,white;brown,2,5,4,3,4,5,4,2,2,2,1,3,2,1,1
1706779073000,20,1,white;brown,2,3,1,1,2,4,5,5,4,3,1,2,4,3,5
1706779083000,48,0,black;white;brown,2,4,3,2,4,4,5,5,5,5,3,2,2,2,3
1706779101000,32,1,black;white,4,4,4,1,3,3,4,4,4,2,1,2,3,3,3
1706779106000,48,1,white;brown,2,2,2,1,3,4,3,2,4,4,5,4,3,5,3
1706779110000,38,1,brown;yellow;red,3,4,2,1,1,2,5,5,4,2,4,2,1,2,4
1706779112000,48,0,black;white;brown,2,1,3,1,1,3,3,5,5,5,5,2,4,3,1
1706779113000,1,1,white;cream,3,4,2,1,3,4,3,3,4,5,3,3,4,5,3
1706779119000,48,1,black;white;red,3,4,3,2,3,3,3,2,4,5,1,3,2,5,5
1706779198000,32,1,black;white;gray,4,4,3,1,3,5,4,5,4,5,1,1,1,4,1
1706779209000,7,1,black;white;gray,3,5,2,1,2,3,5,5,5,3,3,2,1,3,5
1706779283000,19,1,white,1,1,3,2,5,1,3,5,3,3,3,2,3,2,2
1706779288000,7,1,white;brown,4,5,4,3,4,5,3,4,3,5,5,3,2,1,3
1706779291000,12,2,white,1,3,3,1,4,1,3,1,3,5,5,2,3,5,1
1706779307000,20,1,black;white;gray;brown,1,4,1,2,2,1,3,4,4,5,1,3,4,2,5
1706779312000,48,1,white;brown,2,2,4,1,4,5,3,1,5,5,5,4,2,5,1
1706779364000,49,1,yellow;cream,4,3,4,4,5,1,3,3,5,5,3,2,1,1,2
1706779382000,13,1,black;brown;red,4,4,3,1,2,3,4,3,5,4,1,2,1,4,4
1706779400000,2,1,black;white,4,4,2,1,1,1,3,5,5,5,1,2,3,5,2
1706779490000,11,0,cream,2,4,1,1,5,4,3,5,3,5,3,1,3,3,3
1706779510000,48,0,white;brown,1,3,2,2,3,3,3,4,3,5,5,2,1,4,4
1706779513000,2,0,black;yellow;cream,3,5,1,1,1,3,4,5,4,3,3,2,3,2,5
1706779515000,46,1,black,5,4,4,3,3,5,1,3,3,4,1,3,1,4,3
1706779536000,10,2,white;brown,3,3,3,1,2,3,2,4,5,2,3,4,2,5,1
1706779556000,4,0,black;brown;yellow;red,4,4,3,2,2,4,5,5,4,2,2,2,4,2,3
1706779600000,48,1,black;white;brown,3,3,3,3,5,5,5,5,5,5,5,3,2,5,5
1706779605000,12,1,black;white;gray,1,2,2,1,3,1,2,3,3,3,3,2,2,4,1
1706779618000,10,2,yellow,3,4,3,1,3,3,2,1,3,3,1,1,3,3,1
1706779620000,48,0,black;white;brown,2,2,4,2,5,5,4,5,5,5,5,4,4,5,4
1706779685000,48,1,white;red,2,4,4,2,5,4,5,5,4,5,4,5,5,3,4
1706779701000,4,1,black;brown,4,4,2,1,3,3,4,4,3,3,5,2,4,5,5
1706779702000,12,1,white,1,1,3,2,5,1,3,4,5,5,3,1,2,2,2
1706779703000,47,1,red,4,3,5,3,4,5,5,5,5,5,5,2,3,1,3
1706779758000,10,1,brown,5,4,1,1,1,1,3,5,5,3,4,3,2,5,2
1706779764000,42,2,black,5,4,5,3,4,5,3,5,5,5,3,2,1,4,5
1706779808000,48,0,black;white;brown,3,3,4,1,3,5,3,3,5,5,5,1,2,4,3
1706779877000,20,1,black;white;brown,1,3,2,1,1,4,5,5,5,5,2,4,1,5,5
1706779922000,16,1,black,3,2,3,3,3,3,5,4,5,5,2,1,3,2,4
1706779968000,43,1,brown,4,3,2,1,2,2,5,4,4,4,2,2,3,4,3
1706780030000,2,1,black,4,4,3,1,1,1,3,5,3,5,5,2,3,3,4
1706780109000,4,1,red,5,4,4,1,3,4,4,5,5,4,5,5,4,2,2
1706780355000,20,1,white;brown;red,2,2,4,2,4,4,5,5,5,5,4,3,3,1,2
1706780364000,2,1,black,3,3,1,1,1,4,5,5,5,5,5,1,1,1,5
1706780387000,48,2,white;red,2,2,3,3,3,4,2,1,2,4,4,3,2,5,1
1706780422000,25,0,cream,2,2,3,1,4,1,3,5,3,3,5,1,3,1,4
1706780453000,16,1,black,4,2,2,2,3,3,3,4,5,4,3,4,2,5,3
1706780485000,20,1,black;white;brown,1,2,1,1,2,3,5,5,3,5,1,1,4,2,4
1706780498000,12,1,black;white;gray,3,3,3,2,3,1,3,4,3,4,1,3,3,3,1
1706780511000,48,2,white;brown,2,2,4,3,5,3,1,1,2,5,5,4,1,1,1
1706780515000,7,2,black;white,2,3,3,3,3,3,4,5,5,5,3,2,2,2,1
1706780518000,30,0,brown,5,5,2,1,5,3,5,5,4,4,2,3,2,2,5
1706780538000,23,1,white,5,3,5,4,3,1,1,2,3,5,5,2,3,5,5
1706780558000,19,1,white,2,3,3,1,4,1,3,5,4,5,2,4,3,3,4
1706780567000,46,1,black;white,5,3,4,3,4,5,5,4,4,5,2,1,3,2,4
1706780595000,48,1,white;brown,2,3,2,1,1,3,4,5,5,5,5,4,5,3,1
1706780610000,9,1,white;yellow,3,3,3,1,3,3,4,4,4,2,1,2,2,2,3
1706780656000,2,0,black,3,3,3,1,2,2,5,5,2,5,3,1,3,2,3
1706780777000,1,1,black;white,2,1,1,1,1,2,5,5,5,5,5,1,1,5,1
1706780789000,21,1,white,2,5,1,1,1,3,4,5,5,4,2,5,3,3,4
1706780806000,49,1,white;gray;cream,3,4,4,4,4,2,3,3,4,4,1,2,3,1,3
1706780816000,1,1,cream,3,2,1,1,2,3,3,5,2,5,3,4,1,1,5
1706780818000,7,0,white;brown,3,3,3,1,3,4,5,5,5,3,3,1,3,3,4
1706780820000,40,2,yellow,3,3,3,2,4,3,3,1,3,4,3,4,2,2,3
1706780845000,15,0,black;white;brown,3,5,1,1,2,5,5,5,4,3,2,2,3,3,2
1706780879000,0,0,gray,2,3,1,1,1,1,5,5,4,5,5,1,4,2,5
1706780900000,25,0,white;gray;brown;cream,3,3,2,2,4,1,3,5,5,5,3,1,3,5,5
1706781018000,15,1,black;white;brown,3,5,3,1,3,3,5,5,4,5,3,3,4,3,1
1706781038000,19,2,white,2,3,2,2,4,1,3,3,3,5,4,2,2,4,4
1706781057000,2,1,cream,3,4,2,1,3,3,5,5,5,5,1,2,1,3,5
1706781062000,36,1,black;white;brown,3,3,2,1,2,2,5,2,3,4,4,3,1,2,1
1706781096000,21,1,black;white,4,3,1,1,3,3,3,5,4,3,5,3,2,5,4
1706781116000,12,1,white;brown,4,3,3,3,3,1,4,5,4,5,3,1,1,3,3
1706781158000,48,1,white;brown,3,3,5,5,5,5,4,5,5,5,5,3,2,5,5
1706781193000,1,1,brown,2,2,1,1,3,5,3,4,5,5,1,5,1,5,5
1706781196000,13,1,black;brown,3,2,2,1,1,1,3,4,4,1,1,1,4,2,4
1706781208000,47,1,red,3,3,4,2,5,3,5,5,4,5,2,1,1,3,1
1706781229000,1,1,cream,3,3,1,1,2,2,1,5,4,5,2,2,2,3,3
1706781256000,23,2,white,5,3,4,3,3,3,3,2,5,5,5,3,3,3,3
1706781263000,15,1,black;white;brown,3,4,2,1,1,1,5,5,4,2,5,2,5,2,5
1706781268000,1,1,yellow,3,4,1,1,3,2,5,5,4,5,3,4,3,1,3
1706781276000,37,0,black;white,3,3,1,1,3,4,5,5,4,1,1,1,2,1,3
1706781285000,43,1,black;white;brown;red,4,4,3,1,3,4,5,5,5,2,1,2,4,3,5
1706781291000,21,2,white;brown;cream,3,3,1,1,1,3,2,3,4,5,3,4,1,4,2
1706781345000,25,1,brown,2,4,2,1,3,1,3,3,4,3,4,2,3,5,4
1706781347000,13,2,black;red,5,5,1,1,1,1,4,5,5,5,5,1,1,3,5
1706781349000,48,1,black;white;brown,2,4,5,2,5,4,3,3,4,5,5,3,2,3,3
1706781394000,13,1,black;gray;brown,4,5,4,2,1,4,5,5,4,4,2,1,3,2,4
1706781452000,48,1,black;white;brown,2,2,4,1,4,4,3,5,5,5,5,1,3,1,3
1706781503000,9,1,brown;yellow;red;cream,3,3,3,1,2,2,3,3,4,4,5,1,1,4,2
1706781504000,43,1,black;brown;cream,4,3,4,1,2,5,5,5,5,2,1,2,1,5,2
1706781556000,12,1,white,1,1,3,1,4,2,3,4,4,5,3,3,2,2,2
1706781580000,13,0,black;brown,5,4,2,1,1,3,3,3,5,5,5,2,2,5,5
1706781585000,48,1,black;white;red,2,2,3,2,4,4,3,4,5,5,5,1,1,3,3
1706781731000,12,1,white,5,3,3,3,2,2,3,4,4,5,3,2,2,3,1
1706781753000,19,1,white,1,1,2,2,5,1,3,5,4,5,3,1,5,3,3
1706781791000,10,1,white;yellow,1,1,4,1,5,3,2,2,4,2,4,2,3,3,5
1706781799000,12,1,black;white;gray,2,5,3,4,5,1,3,5,5,5,5,1,2,5,5
1706781801000,20,0,white;yellow,3,3,2,1,2,3,4,5,5,4,1,2,2,3,3
1706781807000,20,0,white;brown,2,3,1,1,1,5,4,5,5,5,2,3,3,1,3
1706781807000,1,1,red,3,3,2,1,3,4,2,4,3,5,3,2,1,4,1
1706781836000,38,1,yellow,4,3,1,1,2,3,4,4,5,5,1,2,3,4,4
1706781899000,13,1,black;brown,4,4,2,1,1,3,5,5,5,5,1,3,4,4,5
1706781928000,48,1,brown;yellow,2,3,4,3,4,4,3,3,4,5,5,1,1,4,1
1706782016000,48,1,white;brown,3,4,4,2,5,5,5,5,5,4,5,3,4,4,4
1706782063000,25,2,gray,1,3,4,2,3,1,4,3,2,3,4,3,4,2,3
1706782068000,42,1,black;white;gray,3,3,3,3,5,4,5,5,3,5,1,1,4,3,5
1706782109000,16,1,black,3,2,4,3,1,2,1,2,5,3,3,2,1,5,2
1706782168000,2,1,cream,5,5,3,1,1,5,4,5,5,5,5,2,2,5,2
1706782171000,32,1,black;white;gray,4,4,5,1,5,5,5,4,5,3,5,1,5,2,1
1706782213000,12,0,white,2,2,4,2,5,2,3,5,4,4,3,2,3,2,5
1706782246000,4,1,black;white;brown;yellow;red,4,4,2,1,2,5,4,4,4,5,3,4,4,5,5
1706782253000,12,1,white,1,3,3,2,3,1,4,4,4,5,5,1,1,3,3
1706782258000,41,2,brown;yellow,5,5,1,1,1,3,1,2,4,5,1,2,3,5,5
1706782284000,16,1,black,3,2,4,4,4,4,5,5,5,5,5,2,2,4,5
1706782318000,10,1,yellow;cream,1,4,3,1,3,5,3,5,4,4,1,2,5,3,2
1706782391000,19,2,white,2,2,5,2,4,1,2,2,4,2,4,5,2,1,1
1706782414000,13,2,black;brown;yellow;red,5,5,3,1,1,3,3,5,5,5,3,4,2,4,4
1706782482000,15,1,black;white;brown,3,5,3,1,2,3,5,5,3,5,2,2,3,3,3
1706782489000,15,1,black;white;red,3,3,2,1,1,4,4,5,4,4,4,3,4,4,1
1706782553000,48,1,white;brown,3,3,4,2,4,4,4,4,5,5,5,2,4,1,3
1706782609000,45,1,white;gray,4,3,1,1,1,4,3,4,4,3,5,1,3,2,1
1706782625000,49,2,black;white,3,2,4,2,5,3,3,4,5,5,5,2,2,1,1
1706782630000,13,1,black,5,4,2,1,1,2,4,4,5,4,3,2,2,4,3
1706782634000,12,2,white,1,1,5,1,5,5,5,5,5,5,5,1,1,5,5
1706782641000,14,1,black;white,5,4,3,1,4,5,4,5,4,4,1,1,1,4,2
1706782644000,32,0,white;yellow,4,3,4,2,3,5,5,5,4,5,3,2,1,3,3
1706782686000,2,0,black,3,3,3,1,2,2,4,5,4,5,2,1,2,4,2
1706782688000,7,1,black;white;gray,3,2,4,1,1,5,5,3,4,3,5,3,4,1,1
1706782717000,49,2,black;white,3,2,4,3,4,1,3,4,4,3,3,1,2,2,2
1706782730000,48,1,white;yellow;red,3,5,5,1,5,5,5,3,5,2,3,4,5,2,5
1706782748000,2,0,cream,5,4,3,1,3,3,5,5,5,5,1,2,4,3,4
1706782748000,12,1,black;white;brown,2,3,3,3,3,1,3,3,4,4,3,2,2,2,3
1706782756000,2,1,brown;yellow,4,4,2,1,1,3,5,5,5,5,5,3,2,3,5
1706782776000,25,2,brown,1,1,1,3,3,3,4,3,4,2,3,3,2,5,5
1706782821000,48,1,white;brown,2,2,4,2,5,2,3,5,5,5,4,2,2,5,5
1706782829000,48,1,white;brown,3,3,4,2,3,4,4,3,4,3,3,2,4,5,4
1706782916000,12,1,cream,3,2,4,2,5,1,3,4,5,5,4,2,1,2,1
1706782933000,15,1,black;white;brown,3,3,1,1,2,5,5,5,5,4,4,5,3,1,5
1706782969000,1,1,brown,4,3,1,1,4,4,3,2,4,5,2,4,1,5,5
1706782977000,43,1,brown;red,5,3,2,1,2,4,5,5,5,1,2,1,2,3,5
1706783032000,37,1,black;white,4,5,1,1,1,1,5,5,4,5,1,2,4,4,4
1706783042000,1,1,gray,2,3,1,1,3,4,4,4,4,4,3,3,3,4,5
1706783069000,26,1,white;gray;brown,3,3,3,2,3,5,5,5,5,4,4,2,1,4,2
1706783078000,1,1,black,3,3,1,1,2,3,1,2,4,4,2,4,2,2,4
1706783145000,49,0,black;white;gray,3,3,4,1,5,1,3,5,4,4,1,2,2,5,5
1706783195000,23,0,white,4,3,3,3,3,1,3,4,5,4,5,1,3,3,5
1706783210000,42,1,gray,3,3,4,1,3,3,4,5,5,4,4,2,3,4,4
1706783216000,48,0,brown,2,3,4,3,3,3,4,5,5,5,3,2,2,3,2
1706783217000,13,1,black;brown,5,3,2,1,2,2,5,4,5,3,2,1,2,3,5
1706783225000,20,1,white;brown,3,3,2,1,3,4,4,2,4,5,2,3,1,4,2
1706783299000,9,1,red,3,3,3,1,4,4,4,3,1,2,2,2,2,4,1
1706783347000,42,1,black;white;gray,3,3,3,1,3,3,5,4,4,2,1,2,2,3,2
1706783353000,12,0,black;white,2,2,3,2,3,1,2,5,4,5,3,2,2,4,4
1706783356000,0,1,black;brown,3,3,2,1,2,4,4,3,5,4,5,2,3,1,3
1706783366000,23,1,white,5,3,5,5,2,1,3,4,5,5,4,2,2,2,5
1706783400000,42,1,black,2,3,2,1,4,2,3,5,4,5,1,1,2,5,5
1706783443000,11,1,cream,3,4,3,1,3,5,5,5,4,5,4,1,3,3,2
1706783460000,12,1,brown,2,5,3,2,5,1,4,3,4,4,1,2,2,3,5
1706783472000,13,1,black;brown,5,4,3,1,2,1,3,5,4,4,2,2,1,3,5
1706783481000,13,1,black;brown;yellow,5,5,1,1,1,2,5,5,5,4,2,1,5,5,5
1706783528000,5,1,red,2,2,5,5,5,1,3,4,5,5,5,2,3,1,5
1706783583000,30,1,black;brown;yellow,4,4,1,1,2,2,5,5,5,5,5,3,4,2,3
1706783598000,25,0,gray;brown,1,1,5,1,5,1,4,5,4,5,5,1,1,1,3
1706783607000,25,1,gray;yellow;cream,1,1,5,1,5,3,3,3,3,4,5,3,1,3,1
1706783637000,48,1,white;red,2,3,3,3,4,5,3,5,5,5,5,2,3,4,2
1706783642000,2,1,black,4,3,3,1,1,4,5,4,4,5,5,1,1,4,3
1706783649000,12,0,black;white,3,5,3,3,4,1,5,5,4,4,5,1,3,3,4
1706783678000,46,2,black,5,4,5,1,4,5,2,3,4,5,3,2,1,5,4
1706783684000,45,2,black,3,4,1,1,1,4,5,3,4,3,3,2,1,2,1
1706783692000,48,1,white;brown,2,3,4,2,4,4,3,3,3,5,3,3,3,4,3
1706783700000,15,1,black;white;brown,2,3,1,1,1,5,5,5,5,5,5,2,1,2,2
1706783729000,16,2,white,1,4,3,3,3,1,5,5,5,5,1,2,5,2,1
1706783772000,16,1,black,2,2,5,5,1,1,3,5,5,4,3,2,5,4,4
